Country,Power_Plant,Capacity_MW,Year_Commissioned,Operator,Type,Fuel,Location,Status,Construction_Start,Cost_Billion_USD,Safety_Rating
Benin,"Simmons, Richards and Davis",184800,2023,"Silva, Bullock and Cook",Pressurized Water Reactor,Mixed Oxide Fuel,"East Heidimouth, Benin",Operational,1988,2.32,3
Argentina,Marquez and Sons,437300,2004,Williams LLC,Boiling Water Reactor,Thorium,"New Sandramouth, Argentina",Operational,1975,7.27,4
Chad,"Hamilton, Kelley and Williams",90100,1990,"Freeman, Hall and Ball",Fast Breeder Reactor,Uranium,"Mcintoshfurt, Chad",Decommissioned,1977,8.7,1
Solomon Islands,Morales-Wood,269000,2010,Byrd-Clark,Pressurized Water Reactor,Mixed Oxide Fuel,"Douglasmouth, Solomon Islands",Under Construction,2012,2.56,2
Mongolia,Pierce-Thornton,152500,2007,Anthony Group,Boiling Water Reactor,Thorium,"Harrishaven, Mongolia",Operational,1977,4.6,1
Lebanon,Wilson-Townsend,281200,2012,Curtis-Cox,Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Melody, Lebanon",Operational,2009,4.23,2
Andorra,Alvarez-Silva,295100,1987,Sanchez PLC,Boiling Water Reactor,Mixed Oxide Fuel,"Madisonhaven, Andorra",Planned,2022,3.09,3
Sri Lanka,Jordan-Jones,425200,1981,Patterson-Hernandez,Fast Breeder Reactor,Uranium,"Port Jeanmouth, Sri Lanka",Operational,2003,6.56,2
Bolivia,"Ingram, Lewis and Reyes",201800,1981,Perez-Leon,Boiling Water Reactor,Uranium,"New Brittanyberg, Bolivia",Under Construction,1970,2.83,1
Martinique,Chambers LLC,316200,1991,Murphy-Duran,Pressurized Water Reactor,Mixed Oxide Fuel,"Jonathanberg, Martinique",Decommissioned,1997,1.95,4
Mauritius,Foster PLC,220500,1989,Green-Lee,Boiling Water Reactor,Thorium,"North Kevin, Mauritius",Planned,1987,6.6,3
Montenegro,"Anderson, Berry and Lyons",265100,2009,"Williams, Martinez and Kerr",Pressurized Water Reactor,Thorium,"East Brittanyberg, Montenegro",Operational,1990,9.58,4
Congo,"Newton, Woodard and Jones",463200,2011,"Cooke, Garcia and Newton",Fast Breeder Reactor,Mixed Oxide Fuel,"East Kristishire, Congo",Under Construction,2012,9.58,5
Monaco,Nguyen-White,228100,2009,Tran Group,Pressurized Water Reactor,Thorium,"Stewartport, Monaco",Planned,1998,1.27,4
Samoa,White-Gibbs,242100,2021,"Ayers, Watkins and Spears",Boiling Water Reactor,Thorium,"West Stanley, Samoa",Under Construction,2022,1.91,1
Finland,Harding-Griffin,261900,1990,Moody-Allen,Fast Breeder Reactor,Mixed Oxide Fuel,"North Valerieburgh, Finland",Planned,1998,7.7,2
Pitcairn Islands,Schultz-Kennedy,287400,2022,"Higgins, Campbell and Johnson",Pressurized Water Reactor,Mixed Oxide Fuel,"East Mariah, Pitcairn Islands",Decommissioned,2005,2.12,1
Estonia,"Snyder, Reed and Peck",340500,1994,Schneider and Sons,Boiling Water Reactor,Uranium,"East Carmen, Estonia",Decommissioned,1984,4.46,3
Argentina,Evans-Cain,94200,1993,"Garcia, Brown and Anderson",Pressurized Water Reactor,Uranium,"Garrisonberg, Argentina",Operational,2023,1.95,4
Denmark,"Jackson, Miller and Gonzalez",451500,2009,Evans-Russo,Pressurized Water Reactor,Thorium,"South George, Denmark",Under Construction,1970,1.9,4
